X,CMK,HEL,HL.60,K052,KASUMI.1,KG.1,KMOE.2,ME.1,ML.2,MOLM.13,MONO.MAC.6,MV.4.11,NOMO.1,OCI.AML3,OCI.AML5,OCI.M1,P31.FUJ,PL.21,SIG.M5,SKM.1,THP.1,AML.193,GDM.1,M.07e,NB4,OCI.AML2,COLO.680N,KYSE.140,KYSE.150,KYSE.520,KYSE.70,OE19,OE33,KYSE.410,KYSE.450,KYSE.510,HEP.3B,HEP.G2,JHH.2,PLC.PRF.5,SK.HEP.1,SNU.387,SNU.423,SNU.449,SNU.475,JHH.4,SNU.182,SNU.398
AZD6244,4.53E-02,4.58E-02,0.301224075,0.527544371,0.228315413,0.137586951,0.246775963,0.241922965,0.230492421,0.149862137,9.94E-02,0.216660029,0.274116864,0.608771404,0.202383911,7.01E-02,0.256923078,0.344794025,0.702987721,0.45875306,0.28903147,0.508465956,9.44E-02,0.264059217,0.206207107,0.513902333,0.14952514,0.145863928,0.10960336,0.178941705,0.151053065,0.103042906,5.25E-02,0.158611169,8.72E-02,8.65E-02,0.180618394,0.566914364,0.207458343,0.124649057,0.305265331,0.181444996,0.104003451,8.77E-02,0.120279076,0.107687104,0.189704913,0.141940446
B02,0.104298342,0.119520711,0.135449806,0.224003311,0.250349436,NA,NA,NA,NA,0.175324892,NA,0.15137266,NA,0.20792361,9.66E-02,0.144463028,0.220283055,0.134884001,0.105507581,NA,0.184070537,0.13935922,0.162672853,0.243777626,0.173210563,0.169490751,0.112513242,0.168981747,0.117194443,9.98E-02,0.123054709,8.91E-02,5.71E-02,0.141666552,2.89E-02,0.129949,7.51E-03,8.84E-02,0.230787155,0.164869798,0.153101333,5.92E-02,0.21862015,0.135858301,0.121031357,0.141694396,0.12612567,2.03E-02
bafilomycin A1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.279814528,NA,NA,NA,NA,NA,NA,0.317407324,NA,0.34473983,NA,NA,NA,NA,0.120784452,NA,NA,NA,NA,NA,NA,0.355857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
barasertib,0.373407091,0.140398854,0.597529177,0.678481921,0.604172183,NA,NA,0.117113075,NA,0.707114559,0.25584656,0.738580035,0.573047605,0.6434666,0.732186785,1.11E-02,0.75248159,0.364280493,0.281092693,0.125147768,0.135437894,0.550765177,0.514566363,0.280335651,0.574769555,0.668897302,3.98E-02,0.287882854,0.102035019,3.94E-03,0.104784302,0.111016365,3.74E-02,0.106745284,5.90E-03,1.78E-02,6.81E-02,0.287399493,1.51E-02,0,1.74E-02,7.94E-02,7.26E-03,0.105095994,2.04E-03,4.33E-03,0.142242437,0.227054269
bardoxolone methyl,NA,0.555253221,0.351973859,0.440528125,NA,NA,NA,0.391783986,NA,0.511984779,0.182540105,0.578668176,NA,0.605885177,0.455953468,0.441486179,NA,0.582152516,0.472730001,0.754028703,NA,0.576647625,0.360905079,NA,0.59487033,0.601853347,0.6855408,0.515932697,0.726869956,0.581485466,0.442288643,0.335963543,0.40513,0.608081116,0.41421774,0.407525,0.64402994,0.481149076,NA,0.500105446,0.537395548,0.402989121,0.596072594,0.543189426,NA,0.659816034,0.526132933,0.492255743
Bax channel blocker,4.74E-02,5.35E-02,9.33E-02,0.126821031,4.86E-02,NA,NA,0.123290423,NA,0.139915112,NA,NA,0.170472234,0.119479577,3.78E-02,4.25E-02,0.241795543,0.162546675,4.32E-02,7.41E-02,0.150437803,0.251714037,0.136262093,0.142445429,0.11519685,0.133958967,9.68E-02,5.06E-02,5.20E-02,6.67E-02,6.78E-02,5.67E-02,3.73E-02,0.126584016,4.46E-02,3.66E-02,0.156174261,0.146887056,4.82E-02,4.66E-02,6.01E-02,6.42E-02,5.18E-02,6.02E-02,8.67E-02,5.57E-02,0.160630628,9.78E-02
BAY 61-3606,0.45263588,0.380803625,0.125199523,0.108746074,NA,0.263191537,0.214317336,0,0.132427189,0.729732567,0.410699545,0.833354223,0.176726923,6.71E-02,0.294727178,7.24E-02,6.64E-03,0.407133046,0.409634137,NA,0.110842157,NA,0.495269706,NA,0.206916316,0.174332764,0.180210332,0.239494302,0.210275832,4.05E-02,0.183524493,0.247039197,0.272082,0.193303249,0.308218267,0.244903,0.336020336,NA,2.39E-02,0,0.419079901,0.290424435,0.251036111,0.227577637,0.114134799,0.158318038,0.11175429,0.319340967
BCL-LZH-4,3.64E-02,NA,6.75E-03,8.28E-03,7.35E-02,NA,NA,NA,NA,NA,NA,NA,NA,6.44E-04,5.74E-02,3.31E-02,NA,NA,2.26E-02,NA,NA,1.13E-02,NA,9.28E-02,NA,NA,NA,NA,3.34E-02,2.69E-02,NA,1.86E-02,4.48E-02,NA,6.16E-02,6.12E-02,NA,NA,3.37E-02,2.15E-02,9.13E-03,1.80E-02,3.21E-02,1.86E-02,4.49E-02,7.76E-02,NA,NA
BEC,NA,3.64E-02,NA,NA,NA,NA,NA,NA,NA,2.71E-02,NA,2.61E-02,NA,NA,NA,NA,2.50E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.15E-02,0.154053078,NA,NA,NA,NA,NA,NA,NA,NA,1.60E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101128669,NA
betulinic acid,0,3.33E-04,0,1.38E-02,8.27E-04,NA,NA,2.85E-03,NA,5.48E-04,7.42E-02,8.48E-03,3.37E-02,9.96E-03,3.94E-02,0,0,2.14E-02,3.99E-03,0,1.82E-02,0.148839082,8.66E-03,3.79E-02,2.53E-02,8.29E-03,4.69E-03,2.28E-02,3.19E-02,NA,0,0.129594657,2.24E-02,0.143032701,1.32E-02,1.12E-02,0,0,1.85E-04,1.12E-03,2.57E-03,0,6.26E-03,3.87E-02,0,3.15E-03,4.24E-02,4.34E-03
BHG712,4.49E-02,9.91E-02,0.384818506,0.369885718,NA,0.195166406,0.419260533,0.461213921,0.292774187,0.383869226,0.162949449,5.00E-02,0.284806202,0.641793797,0.357952832,8.42E-02,1.54E-03,0.276899177,0.805480186,NA,0.151389548,NA,0.873629686,NA,0.726787325,0.884923765,6.10E-03,0.236840885,7.59E-03,2.53E-02,0,2.21E-03,5.29E-02,0.109274718,5.92E-02,3.27E-03,0.197603104,NA,5.18E-02,2.79E-02,2.19E-02,0.241017785,4.29E-02,6.90E-02,0.100571664,0.455709985,4.82E-02,0.168270549
BI-2536,0.532693684,0.467257414,0.531585558,0.520414939,0.466086696,0.247293909,0.156200564,0.39578196,0.479654951,0.560783374,0.429423216,0.481132495,0.583413911,0.582923986,0.51204987,0.461358331,0.36616244,0.71110999,0.54313184,0.488530942,0.427837371,0.673164109,0.65093059,0.932219765,0.804631323,0.617504687,0.445404161,0.442942401,0.578545804,0.527713459,0.47120259,0.462805053,0.239064,0.662129471,0.429170332,0.619594,0.487479668,0.615130931,0.425152451,0.698492172,0.431509116,0.494172483,0.748701667,0.281011017,0.746152446,0.655029128,0.625760856,0.525399605
BIBR-1532,5.12E-02,3.82E-02,2.96E-02,0.101577968,0,NA,NA,4.71E-02,NA,0.261165926,0.141463129,8.66E-02,7.28E-02,4.48E-02,8.65E-02,0.100822707,0.165640752,4.05E-02,7.87E-02,7.27E-03,8.24E-02,0.183603308,6.83E-02,0.254535993,3.44E-02,6.60E-02,8.17E-02,0.199683298,0.106295481,3.49E-02,3.25E-02,0,2.94E-03,9.32E-02,2.78E-02,0.105405,8.62E-03,8.11E-03,0.108465178,0.190112672,6.98E-02,7.14E-02,5.97E-02,8.70E-02,5.95E-02,7.40E-02,0.105960948,NA
BIBW2992,0.121365587,0.170539912,0.103590428,0.255929307,0.152736428,0.138515081,4.47E-02,0.105771201,1.12E-02,0.155733048,2.91E-02,0.139470192,0.160715433,0.136895661,7.71E-02,8.71E-02,6.87E-03,0.103874965,0.116485679,0.121406343,0.147987465,0.313825364,0.116140741,0.300159416,0.101405442,9.83E-02,0.205718687,0.608964521,0.120987297,0.253910678,5.59E-02,0.64436268,0.110433967,0.414687206,0.436171545,0.137913133,0.12336739,0.330581301,0.145112664,0.235766091,7.88E-02,9.23E-02,3.69E-02,0.163523459,0.325931834,0.143772104,0.270840372,0.182744434
bid1870,NA,0,NA,NA,NA,7.06E-02,NA,NA,5.41E-02,NA,NA,6.25E-02,2.86E-03,NA,9.16E-03,NA,NA,NA,NA,0.109994928,NA,NA,NA,NA,NA,0.156033834,3.48E-02,5.68E-02,7.67E-02,3.40E-02,0,1.77E-02,9.33E-03,8.77E-03,0.127367154,2.93E-02,3.61E-02,1.08E-02,1.29E-02,1.47E-02,7.26E-02,7.61E-02,0.123012293,NA,6.41E-02,6.79E-02,5.89E-02,6.74E-02
BIRB 0796,1.20E-02,0.102338293,3.86E-02,0.100002712,0.185791072,2.74E-02,0.1023618,4.97E-02,9.60E-03,8.26E-02,3.02E-02,7.38E-02,4.95E-02,1.16E-02,6.87E-02,2.61E-02,1.02E-02,1.42E-02,2.77E-02,5.12E-02,3.17E-02,0.106780296,0.104093683,6.82E-02,3.86E-02,5.52E-02,9.32E-02,0.132096211,7.57E-02,0.109487552,4.01E-02,0.127772038,3.41E-02,5.93E-02,7.45E-02,0.21423865,0.166134477,2.20E-03,2.20E-02,1.18E-02,1.41E-02,0.152979632,0.186129422,8.85E-02,8.91E-02,5.59E-02,0.279503478,3.82E-02
BIX-01294,4.18E-02,0.111343799,0.179950299,0.208741955,0.234979663,NA,NA,0.179593904,NA,0.17481314,NA,0.169472971,0.150458316,0.223073045,0.114409988,4.37E-02,0.201093824,0.223719004,NA,0.132536938,0.161165547,0.162350561,7.00E-02,0.231673228,0.169725356,0.177467025,0.146760421,6.35E-02,1.35E-02,9.64E-02,3.19E-02,0.11975433,7.51E-02,4.94E-02,4.68E-02,1.09E-02,0.246412753,0.223400922,6.17E-02,4.65E-02,6.64E-02,9.60E-02,9.36E-02,5.78E-02,2.25E-02,7.07E-02,0.19858124,8.13E-02
BIX02189,0.272591478,8.47E-02,7.69E-02,0.115953355,NA,0.451157892,2.93E-02,8.10E-02,0.240763645,0.587335409,0.268396026,0.198145191,0.202239981,0.197623198,0.258024641,2.78E-02,2.67E-02,0.240936557,0.493501772,NA,9.66E-02,NA,0.691626751,NA,0.24415353,0.255385965,5.27E-02,0.189907747,5.73E-02,2.53E-02,5.40E-02,4.08E-03,5.96E-02,8.22E-03,7.21E-02,5.08E-02,6.43E-02,NA,3.03E-02,1.32E-03,7.16E-02,1.05E-02,7.16E-02,5.12E-02,8.45E-02,0.108098952,7.84E-02,6.47E-02
blebbistatin,NA,3.22E-02,NA,NA,NA,NA,NA,NA,NA,2.39E-03,NA,0.129432337,NA,NA,NA,NA,5.58E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.13E-03,0.122123026,NA,NA,NA,NA,NA,NA,NA,NA,5.33E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.66E-02,NA
BMS-195614,7.65E-03,0,1.18E-02,7.29E-02,5.24E-02,NA,NA,4.00E-02,NA,1.29E-02,NA,3.97E-02,7.40E-03,NA,0,9.62E-03,0,3.03E-02,5.09E-03,1.61E-02,6.18E-02,2.80E-02,4.34E-02,9.02E-03,3.11E-02,4.62E-03,1.93E-02,0.121429966,0.133188815,1.45E-02,1.03E-02,0,0.242632,3.78E-02,0,5.16E-02,9.81E-03,0.193836072,2.52E-02,2.76E-02,6.99E-03,4.90E-02,3.62E-02,1.02E-02,9.89E-02,2.55E-02,6.19E-02,4.72E-02
BMS-270394,3.68E-02,1.10E-02,9.10E-02,8.80E-02,2.86E-03,NA,NA,3.12E-02,NA,0.128065084,NA,0.279418186,0.12213661,0.23032553,4.58E-02,5.19E-02,8.17E-02,8.75E-02,0.193351503,4.46E-02,0.18631808,5.15E-03,1.92E-02,9.87E-02,5.40E-02,0.105219606,8.50E-03,5.09E-02,5.20E-03,3.79E-02,4.11E-02,3.28E-03,1.72E-02,2.17E-03,3.70E-02,3.63E-02,0.133178141,0,6.27E-02,5.20E-02,5.47E-03,0.105482439,7.77E-02,6.55E-02,3.83E-02,2.03E-02,4.25E-02,0.114965621
BMS-345541,0.283203307,0.185912375,0.151930819,0.152314466,0.318550295,7.70E-02,0.264366405,0.161768398,0.351102555,0.335408266,0.642497128,0.264957749,0.21997858,0.207262107,0.317673188,0.183674544,0.165033939,0.339234558,0.392418163,0.262475012,0.209421054,0.353279317,0.278761979,0.313209109,0.339471326,0.156981524,0.137732018,0.26268333,0.136160866,0.161779535,0.135051649,9.78E-02,0.10720335,0.115155772,0.277101939,0.1185253,2.61E-02,0.321090264,9.52E-02,9.95E-02,0.176648284,0.167315312,0.225410343,0.172081671,0.20770227,0.1675487,0.229137288,0.296277638
BMS-509744,4.99E-02,0.153347263,7.20E-02,2.64E-02,7.37E-02,2.07E-02,6.99E-02,4.44E-02,0.195804393,0.254041778,0.160025105,0.130125743,1.26E-02,1.14E-03,0.158296489,1.61E-02,3.44E-02,0.246461189,0.143183608,3.17E-02,8.03E-02,NA,0.16224946,NA,1.74E-02,9.63E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMS-536924,0.208181671,0.16108964,0.278681546,5.95E-02,0.234053621,9.22E-02,0.104660084,3.76E-02,0.296577141,0.353735938,0.275470547,0.403414467,0.140143103,0.113288271,0.368262875,0.241192573,4.03E-02,0.333904895,0.358165993,0.172535752,8.85E-02,0.398686833,0.357493058,0.387004763,0.129892152,0.240966737,0.127494765,0.212256221,0.105006985,4.55E-02,0.186919618,3.35E-02,4.88E-02,0.130979148,3.54E-02,4.84E-02,0.123027877,0.233256344,0.10109778,1.92E-02,2.80E-02,8.56E-02,9.04E-02,0.150250792,0.123716805,0.14104113,0.168524928,0.100858034
BMS-708163,5.78E-02,2.25E-02,5.55E-02,5.96E-03,0.171210135,2.89E-02,1.05E-02,0.108524881,6.65E-04,4.39E-02,3.15E-02,3.66E-03,2.11E-03,2.76E-02,2.01E-02,6.47E-02,9.84E-03,7.36E-03,5.88E-02,0,2.62E-02,NA,1.29E-02,NA,4.52E-02,1.48E-02,4.99E-02,5.54E-02,0.137474787,9.25E-02,3.77E-02,4.00E-02,7.52E-02,3.21E-02,6.52E-02,1.08E-02,3.93E-02,NA,2.58E-02,1.27E-02,0.124411055,0,9.47E-02,9.45E-03,8.11E-02,1.60E-02,2.91E-02,5.38E-02
brefeldin A,0.441877055,0.563737172,0.544882233,0.558384002,0.465248447,NA,NA,0.51682533,NA,0.571087548,0.366398238,0.602082238,NA,0.372116822,NA,0.519420464,0.606445011,NA,0.566042829,0.547713236,0.519647681,0.580139,0.43140545,NA,0.565270204,0.516942983,0.518391034,0.435396939,0.396344815,0.541898015,0.472003198,0.668225902,0.388767,0.5790152,0.215740886,0.23633,0.691328503,0.612682317,0.256101134,0.612644989,0.546921399,0.320568295,0.495571818,0.290009335,0.169673147,0.375329803,0.577064999,0.253938388
BX-795,0.117571018,NA,0.237063746,NA,NA,0.131012876,0.199233475,1.47E-02,5.03E-02,0.602678873,0.656690141,0.828793515,0.273669171,0.165016082,0.158772479,0.235148789,7.31E-02,NA,NA,0.343931816,0,NA,0.135040941,NA,0.179363472,0.27725777,6.07E-02,0.138613245,0.198602421,0.1991588,NA,0.170678827,2.28E-02,0.202754007,3.02E-02,0.296373,0.196186372,NA,0.193209261,NA,0.206400635,0.275571259,0.154811564,9.35E-02,NA,0.179521965,8.92E-02,NA
BYL-719,1.43E-02,NA,0.224473867,5.47E-02,0.278190397,NA,NA,5.08E-02,NA,NA,0.436292073,NA,0.200709371,0.165826925,0.155897047,2.21E-03,NA,0.155042202,1.42E-02,1.22E-02,0.218837222,0.158151962,0.167641026,0.147527629,0.146213784,0.111285068,NA,NA,0.175811004,0.248665903,0.250002913,0.173585136,0.307355,0.339445032,8.20E-02,0.201694,NA,0.108170317,0.158519191,5.84E-02,5.13E-02,0.105611104,0.141969432,0.182379138,0.275719081,7.05E-02,NA,0.22187592
C6-ceramide,1.31E-03,4.96E-02,3.74E-03,1.77E-02,6.70E-03,NA,NA,2.28E-02,NA,3.27E-02,NA,1.86E-03,5.60E-02,3.67E-02,0,0,1.72E-02,1.46E-02,0,4.25E-02,0.119598211,0.173010222,5.01E-02,9.46E-03,7.48E-03,1.16E-02,0,8.18E-02,2.42E-02,3.66E-02,4.00E-02,7.43E-03,3.68E-02,9.95E-02,1.63E-03,1.70E-02,0,2.03E-03,2.85E-02,3.52E-03,1.56E-02,3.49E-02,0.140893651,1.79E-02,0,0,0.142174206,6.44E-02
CAL-101,8.23E-02,4.24E-02,0.108093881,1.63E-02,0.321047354,0.135855964,0.113147013,4.08E-02,0.305765519,0.263415311,0.278332305,0.430886872,0.204605814,0.227423935,0.133050184,0.127677826,8.03E-02,0.256821564,0.201698382,3.27E-02,0.132960405,7.21E-02,0.246729017,0.123360554,0.143162871,6.33E-02,3.91E-02,0.110822217,8.07E-03,8.81E-02,5.78E-02,1.50E-02,8.73E-02,8.85E-02,9.68E-02,3.44E-02,8.69E-02,2.04E-02,6.51E-02,1.33E-02,3.13E-02,0.110593856,0.19956135,6.02E-02,0.207221495,6.77E-02,0.233142434,5.21E-03
CAY10576,0.148719079,0,5.44E-03,7.39E-02,NA,NA,NA,9.93E-03,NA,0.168413721,NA,0.149273238,3.47E-02,NA,5.88E-02,2.37E-02,2.78E-03,1.40E-02,8.51E-03,1.04E-02,1.58E-02,3.46E-02,4.02E-02,1.57E-02,1.00E-03,6.54E-04,4.40E-03,4.97E-02,1.27E-02,4.65E-02,7.91E-03,1.72E-02,4.11E-02,4.00E-02,1.83E-02,3.52E-02,0,3.49E-02,3.23E-02,3.09E-02,0.176784317,0.128690956,NA,6.08E-02,0.10764671,0.212078865,0.108690178,8.64E-02
CAY10594,1.31E-02,1.69E-02,4.70E-02,4.92E-02,1.73E-02,NA,NA,6.17E-02,NA,7.30E-02,NA,0.215484373,5.34E-02,6.18E-02,3.84E-02,3.90E-02,7.68E-02,4.65E-02,4.30E-02,0.115987954,9.30E-02,7.03E-02,7.37E-02,7.29E-02,NA,NA,2.65E-02,4.92E-02,1.42E-02,0.135617906,3.75E-02,4.73E-03,6.73E-03,0.103513062,7.44E-03,4.49E-02,0.109617159,1.70E-02,6.79E-02,4.59E-02,1.36E-02,8.51E-02,8.49E-02,8.82E-02,0.168176715,3.79E-02,0.182661462,4.14E-03
CAY10603,0.926480284,0.919062771,0.641472862,0.629253426,NA,0.720930156,0.598111138,0.604817872,0.487004147,0.651849422,0.565509978,0.856778393,0.631210786,0.675290936,0.71441922,1,0.377438822,0.421630396,0.849308984,NA,0.696060488,NA,0.841929866,NA,0.902800333,0.670080138,4.73E-02,0,0.313690152,0.230035525,0.346811203,7.58E-02,0.426319,0.246987298,0.33444802,0.261764,0.541026778,NA,0.503444914,0.139632276,0.503212691,0.830998917,0.841108538,0.239614239,0.855934041,0.601849807,0.542579849,0.506946109
CAY10618,0.531055108,0.694749624,0.148310564,0.519132193,0.249122068,NA,NA,8.19E-03,NA,0.491676214,3.81E-02,4.50E-02,0.673709063,0.495291798,0.534208718,0.46296529,0.525664505,0.306410674,0.313864834,0.59296393,1.82E-02,0.189663828,1.46E-02,0.741469831,0.531726344,0.672936205,0.809758195,0.119446308,6.23E-02,0.50738329,9.58E-02,0.603557613,0.286097,0.179410946,0.400702649,0.393151,0.568743179,0.32989223,0.178609524,0.320186271,0.449349405,6.87E-03,0.540080899,0.563815277,0.331814961,0.424807283,0.603196281,0.191715248
CBB-1007,3.23E-02,NA,6.27E-03,2.06E-02,6.11E-02,NA,NA,NA,NA,NA,NA,NA,NA,0,1.49E-03,3.35E-03,NA,NA,0,NA,NA,2.29E-02,NA,2.95E-02,NA,NA,NA,NA,2.22E-02,2.39E-02,NA,9.46E-03,6.90E-02,NA,9.47E-03,2.72E-02,NA,NA,2.94E-02,3.60E-02,5.37E-03,5.66E-02,2.08E-02,1.00E-02,4.54E-02,5.99E-03,NA,NA
CCT007093,0.148398066,2.52E-02,3.65E-02,NA,0.139363245,1.96E-03,2.23E-02,5.10E-02,7.77E-02,0.111659761,8.74E-02,5.49E-02,0.231208835,0.11613297,0,1.59E-02,2.57E-02,NA,NA,0.317289856,0,NA,2.20E-03,NA,6.67E-03,0,6.47E-02,0,8.69E-02,2.18E-02,9.21E-03,5.19E-02,1.87E-02,1.73E-02,5.02E-03,2.07E-03,2.44E-02,NA,0.127483861,NA,1.20E-02,0,0,4.95E-02,NA,1.62E-02,2.59E-03,1.42E-04
CCT018159,3.59E-02,7.09E-02,5.55E-02,NA,0.252999509,9.75E-02,4.79E-02,9.89E-03,3.36E-02,0.16412389,0.214013233,0.29613573,9.88E-02,5.57E-02,0.111707923,1.13E-02,5.54E-03,0.151175063,NA,9.53E-02,1.54E-02,NA,7.09E-02,NA,0.11206861,0.176232408,0.101210716,0.115332354,0.311499705,0.177713669,0.169824426,0.108772985,6.60E-02,7.71E-02,9.58E-02,0.166945,NA,NA,7.05E-02,NA,9.13E-02,NA,NA,NA,NA,0.129742597,NA,NA
CCT036477,2.37E-02,0.122637752,4.14E-02,4.04E-02,6.36E-02,NA,NA,0.127441766,NA,0.107071156,0.183970895,0.188822626,NA,0.126006413,1.38E-02,3.16E-02,0.135957345,0.112396576,3.65E-02,0.182574851,8.51E-02,0.168767967,9.85E-02,0.111202359,7.73E-02,NA,6.87E-03,3.60E-02,8.47E-02,2.06E-02,4.72E-02,0,5.15E-02,1.61E-02,1.12E-03,8.02E-02,2.70E-03,7.62E-03,5.73E-02,5.17E-03,1.66E-02,5.10E-02,3.32E-02,3.25E-02,0.103486126,1.09E-02,8.42E-02,4.35E-02
CD-1530,5.13E-02,2.27E-02,0.154478592,0.270145984,7.25E-04,NA,NA,6.28E-02,NA,0.23073235,NA,0.467004609,NA,0.374707711,7.31E-02,0.14287433,5.96E-02,0.137113403,0.292413228,7.92E-02,0.446631026,0.232921295,0.170550176,0.19016036,0.139276553,0.195568985,2.09E-02,0.206102735,0.116822237,1.35E-02,0.116523288,0,0.167923,0.16775314,5.63E-03,0.185226,7.46E-03,7.76E-03,0.104626625,0.205870735,1.03E-02,0.169301795,8.94E-02,0.130271662,0.208344787,5.76E-03,0.212570748,9.51E-02
CD-437,0.323112774,0.582863899,0.239999278,0.257215066,0.240975427,NA,NA,0.26480724,NA,0.350021954,0.4145547,0.480463349,0.385195576,0.438233104,0.317807573,0.249231163,0.328766895,0.322333635,0.247650788,0.36997396,NA,0.488724791,0.338209029,0.521728629,0.413257462,0.555437441,0.264143702,0.261035162,0.300167755,0.12303034,2.26E-02,0.14261129,0.269581,7.69E-02,0.178792871,0.27599,0.209527028,3.31E-02,0.14609239,0.157904991,0.135416283,4.48E-03,0.247422833,0.178803356,0.275016358,0.264664307,0.150628218,0.36845385
CEP-701,0.439418111,NA,0.484177123,NA,0.530602268,0.397695145,0.532139242,0.214875411,0.309034954,0.917196166,0.660030424,0.767656067,0.444172842,0.357561738,0.335813646,0.524967479,0.352712876,0.602615388,0.360122914,0.21627778,0.244517542,NA,0.357175328,NA,0.624771114,0.533029045,5.62E-02,0.435450617,0.370310233,0.198945625,7.92E-02,0.206355227,0.101915,0.418014205,0.193317247,0.175051,0.74163234,NA,0.327450606,NA,0.911138095,0.462133154,0.369744475,0.217190389,NA,0.430566665,0.505038622,NA
ceranib-2,0.400177692,0.412842345,0.264091505,0.474260211,0.32966606,NA,NA,0.288883504,NA,0.382575211,NA,0.423973032,0.352977969,0.438908639,0.276353341,0.352549167,0.443769168,0.37487743,0.285724645,0.440610394,0.386971374,0.416119696,0.323102841,0.414764181,0.535315122,0.387626013,0.293881938,0.394213479,0.226789196,0.255174754,0.300609021,0.15517076,7.52E-02,0.285097246,0.140012975,0.254976,0.140722167,0.244367975,0.269530132,0.219261876,0.220808108,0.255413731,0.308318743,0.21505586,0.261201947,0.358247144,0.396556107,0.944812496
Cerulenin,8.56E-02,0.131428968,0.141652947,0.218560934,0.2093395,NA,NA,0.312669402,NA,0.165625836,0.303273265,NA,NA,0.237205167,7.86E-02,0.203571402,0.203195571,0.204501852,0.14546383,0.234808321,0.233924671,0.210867463,0.229466314,0.25756072,0.169504137,0.176252715,0.137138405,0.229960302,0.265749683,9.16E-02,8.89E-02,7.50E-02,5.28E-02,0.138193165,6.27E-02,6.34E-02,0.114551497,6.47E-02,0.242681185,0.139493109,6.03E-02,4.61E-02,0.113144426,5.14E-02,7.48E-03,7.61E-02,NA,0.26136551
Cetuximab,3.01E-03,6.74E-02,3.57E-04,NA,0,0,0,4.79E-03,0,1.05E-03,0,0,7.39E-02,3.67E-03,0,0,0,2.23E-03,NA,2.82E-02,0,NA,0,NA,3.52E-02,0,0.255022645,NA,0.109467237,0.228522262,0.109777904,4.54E-02,6.03E-02,NA,0.287388483,0.103649,3.19E-02,NA,2.16E-03,NA,0.119948033,NA,0,2.63E-03,NA,9.94E-03,2.53E-03,5.10E-02
CGP-082996,8.78E-02,0.174035356,4.23E-03,0,6.89E-02,8.31E-03,4.66E-02,2.35E-02,3.66E-02,0.101757821,9.06E-03,0.105569482,6.03E-02,4.85E-04,2.41E-02,2.67E-03,4.34E-02,4.06E-02,5.86E-02,5.40E-02,3.86E-02,NA,0.116742599,NA,0.170703748,8.36E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CGP-60474,0.147209126,0.257838123,0.166222725,0.240222959,0.101566386,6.55E-02,2.22E-02,2.75E-02,0.17128564,0.336780002,0.240374878,0.335088748,0.185681859,0.199243881,0.176607749,8.81E-02,6.85E-02,0.271911098,0.385016004,4.55E-02,7.70E-02,NA,0.37045703,NA,0.228586742,0.271564928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ch-55,0.178994892,1.25E-02,0.235098364,0.262269706,5.47E-02,NA,NA,0.220827889,NA,0.395767703,NA,0.725954191,0.361139416,0.706295409,0.202007571,9.19E-02,0.203082216,0.235029266,0.85638734,0.172599163,0.534722915,0.189662737,0.18318509,0.286505875,0.299565908,0.40526093,6.15E-02,0.274164387,2.03E-02,5.91E-02,0.155476414,1.37E-02,3.96E-02,0.149957019,5.20E-02,9.30E-02,0,2.78E-03,0.232496321,0.226069316,3.64E-02,0.179506266,0.156526089,5.26E-02,NA,4.55E-02,0.169902309,0.219537115
CH5424802,0.280489281,9.60E-02,2.18E-02,3.08E-02,0.247723238,0.221197867,0.16969111,0,0.121628207,0.470815522,0.132096507,0.537895726,6.19E-02,1.37E-02,9.94E-02,0.270673752,1.91E-02,8.67E-02,0,NA,0.212604565,NA,0.16622489,NA,0.118922381,1.58E-02,0.214060029,0.117796188,3.14E-02,0.307941192,3.10E-02,3.79E-02,7.70E-02,3.15E-02,3.63E-02,2.56E-02,2.13E-02,NA,8.65E-02,6.05E-03,2.47E-03,3.70E-02,3.71E-02,2.95E-02,6.11E-02,0.136703345,1.62E-02,4.24E-03
CHEMBL1222381,0.273730699,9.56E-02,0.175627262,0.185361233,0.312747698,NA,NA,0.176629127,NA,0.319010008,0.164524914,0.241927789,0.26016685,0.338868248,0.147496435,0.227043099,0.294258102,0.123553982,0.204591464,0.260285628,0.245075865,0.147075387,0.137704969,0.285201564,0.293625168,0.222633084,0.108005373,0.143314977,0.175735911,0.116151377,0.133584975,0.138379413,0.112415,0.129734268,9.67E-02,0.122664,0.167867227,0.225425601,0.264856225,0.182461662,8.53E-02,0.144737118,9.83E-02,0.16724955,3.85E-02,0.123390327,0.212079927,5.50E-02
